AuthorId,user_idx,diet_idx,age_bucket,like_ratio,liked_avg_calories,liked_avg_protein
1002418E,190,1,1,0.0,0.0,0.0
1002425E,191,0,1,0.0,0.0,0.0
1002438B,192,0,1,0.0,0.0,0.0
100246D,193,0,4,0.0,0.0,0.0
1002521C,194,0,4,0.0,0.0,0.0
100253A,195,2,4,0.0,0.0,0.0
100254A,196,1,2,0.0,0.0,0.0
1002558B,197,2,2,0.0,0.0,0.0
1002559E,198,1,3,0.0,0.0,0.0
1002580C,199,1,2,0.0,0.0,0.0
100259E,200,2,1,0.0,0.0,0.0
1002601C,201,0,4,0.0,0.0,0.0
100261D,202,0,4,0.0,0.0,0.0
100262A,203,1,4,0.0,0.0,0.0
1002639D,204,2,4,0.0,0.0,0.0
1002651D,205,0,4,0.0,0.0,0.0
1002673D,206,2,4,0.0,0.0,0.0
100267A,207,2,4,0.0,0.0,0.0
1002689E,208,2,4,0.0,0.0,0.0
1002707C,209,0,4,0.0,0.0,0.0
1002713D,210,2,3,0.0,0.0,0.0
1002733E,211,2,1,0.0,0.0,0.0
1002756A,212,0,4,0.0,0.0,0.0
1002762B,213,0,4,0.0,0.0,0.0
1002763E,214,1,4,0.0,0.0,0.0
1002777A,215,2,0,0.0,0.0,0.0
1002782B,216,0,1,0.0,0.0,0.0
1002792D,217,0,1,0.0,0.0,0.0
1002806E,218,1,4,0.0,0.0,0.0
1002817A,219,0,2,0.0,0.0,0.0
1002828A,220,0,4,0.0,0.0,0.0
1002829B,221,2,3,0.0,0.0,0.0
1002864B,222,0,3,0.0,0.0,0.0
1002868C,223,0,3,0.0,0.0,0.0
100286E,224,0,4,0.0,0.0,0.0
1002884C,225,0,1,0.0,0.0,0.0
1002889B,226,2,2,0.0,0.0,0.0
1002892E,227,1,4,0.0,0.0,0.0
10028B,228,0,4,0.0,0.0,0.0
1002902C,229,0,2,0.0,0.0,0.0
1002913D,230,1,3,0.0,0.0,0.0
100292A,231,0,3,0.0,0.0,0.0
1002930E,232,0,1,0.0,0.0,0.0
10029385A,233,2,4,0.0,0.0,0.0
1002950C,234,1,4,0.0,0.0,0.0
1002960B,235,0,0,0.0,0.0,0.0
100296B,236,0,1,0.0,0.0,0.0
1002979C,237,1,4,0.0,0.0,0.0
1003012A,238,0,2,0.0,0.0,0.0
1003032B,239,0,4,0.0,0.0,0.0
1003039C,240,0,4,0.0,0.0,0.0
1003080D,241,2,1,0.0,0.0,0.0
1003090A,242,0,4,0.0,0.0,0.0
1003103A,243,2,3,0.0,0.0,0.0
1003111E,244,0,4,0.0,0.0,0.0
100311A,245,2,4,0.0,0.0,0.0
1003150E,246,1,4,0.0,0.0,0.0
1003166A,247,0,1,0.0,0.0,0.0
1003185D,248,0,4,0.0,0.0,0.0
1003189D,249,1,1,0.0,0.0,0.0
1003193B,250,2,3,0.0,0.0,0.0
1003214B,251,0,2,0.0,0.0,0.0
1003240E,252,0,1,0.0,0.0,0.0
1003254D,253,1,4,0.0,0.0,0.0
100325C,254,0,1,0.0,0.0,0.0
1003260D,255,0,4,0.0,0.0,0.0
1003295A,256,0,1,0.0,0.0,0.0
1003326B,257,1,4,0.0,0.0,0.0
1003357A,258,2,1,0.0,0.0,0.0
100335C,259,0,4,0.0,0.0,0.0
100337A,260,2,2,0.0,0.0,0.0
100339A,261,0,4,0.0,0.0,0.0
10033C,262,0,4,0.0,0.0,0.0
1003403A,263,0,2,0.0,0.0,0.0
1003404A,264,0,4,0.0,0.0,0.0
1003406C,265,0,2,0.0,0.0,0.0
100340A,266,0,1,0.0,0.0,0.0
1003426A,267,2,4,0.0,0.0,0.0
1003439C,268,0,4,0.0,0.0,0.0
1003447A,269,0,4,0.0,0.0,0.0
1003454A,270,0,1,0.0,0.0,0.0
1003473D,271,0,4,0.0,0.0,0.0
1003492B,272,0,4,0.0,0.0,0.0
1003501D,273,0,4,0.0,0.0,0.0
1003511D,274,0,1,0.0,0.0,0.0
1003519D,275,2,4,0.0,0.0,0.0
100351E,276,0,4,0.0,0.0,0.0
100354B,277,2,4,0.0,0.0,0.0
1003561D,278,2,2,0.0,0.0,0.0
1003579A,279,2,4,0.0,0.0,0.0
1003586A,280,1,4,0.0,0.0,0.0
1003599E,281,0,1,0.0,0.0,0.0
1003604A,282,0,4,0.0,0.0,0.0
1003626A,283,1,4,0.0,0.0,0.0
1003628D,284,1,4,0.0,0.0,0.0
1003636E,285,0,4,0.0,0.0,0.0
1003643C,286,2,4,0.0,0.0,0.0
1003657B,287,0,3,0.0,0.0,0.0
1003659A,288,1,3,0.0,0.0,0.0
1003689C,289,0,1,0.0,0.0,0.0
1003704A,290,2,2,0.0,0.0,0.0
1003754B,291,1,4,0.0,0.0,0.0
10037559D,292,2,4,0.0,0.0,0.0
1003755B,293,2,4,0.0,0.0,0.0
100377B,294,0,4,0.0,0.0,0.0
1003786D,295,0,4,0.0,0.0,0.0
1003789D,296,0,0,0.0,0.0,0.0
1003797B,297,0,4,0.0,0.0,0.0
100379A,298,0,4,0.0,0.0,0.0
1003808A,299,2,4,1.0,336.9,25.8
1003809A,300,2,1,0.0,0.0,0.0
1003819A,301,1,1,0.0,0.0,0.0
1003834C,302,1,2,0.0,0.0,0.0
1003891B,303,2,4,0.0,0.0,0.0
1003897C,304,0,4,0.0,0.0,0.0
100390B,305,0,0,0.0,0.0,0.0
1003912E,306,0,4,0.0,0.0,0.0
1003915B,307,2,4,0.0,0.0,0.0
1003929D,308,2,4,0.0,0.0,0.0
100395C,309,0,4,0.0,0.0,0.0
1003989C,310,1,4,0.0,0.0,0.0
1004017A,311,0,3,0.0,0.0,0.0
1004025B,312,0,1,0.0,0.0,0.0
1004031B,313,0,4,0.0,0.0,0.0
1004045B,314,0,4,1.0,1027.3,11.5
1004055A,315,2,1,0.0,0.0,0.0
1004061C,316,2,3,0.0,0.0,0.0
1004069C,317,1,4,0.0,0.0,0.0
100406C,318,1,4,0.0,0.0,0.0
1004081A,319,0,1,0.0,0.0,0.0
1004082C,320,0,3,0.0,0.0,0.0
1004102E,321,2,3,1.0,772.0,30.3
1004111C,322,0,0,0.0,0.0,0.0
1004114E,323,0,2,0.0,0.0,0.0
1004127E,324,0,4,0.0,0.0,0.0
100413D,325,1,2,0.0,0.0,0.0
1004150A,326,0,4,0.0,0.0,0.0
1004156E,327,2,4,0.0,0.0,0.0
1004164E,328,0,4,0.0,0.0,0.0
1004179B,329,0,4,0.0,0.0,0.0
1004184C,330,0,1,0.0,0.0,0.0
1004189A,331,1,1,0.0,0.0,0.0
1004217A,332,0,4,0.0,0.0,0.0
100421C,333,1,4,0.0,0.0,0.0
1004235A,334,0,2,0.0,0.0,0.0
100423C,335,1,4,0.0,0.0,0.0
1004254C,336,0,4,0.0,0.0,0.0
1004289E,337,0,0,0.0,0.0,0.0
1004374C,338,0,3,0.0,0.0,0.0
1004379E,339,1,1,0.0,0.0,0.0
1004384A,340,0,4,0.0,0.0,0.0
1004395A,341,2,4,0.0,0.0,0.0
1004434C,342,0,2,0.0,0.0,0.0
1004452C,343,2,3,1.0,299.35,17.85
1004455C,344,2,1,0.0,0.0,0.0
1004466D,345,2,4,0.0,0.0,0.0
1004471B,346,0,0,0.0,0.0,0.0
1004476C,347,1,2,0.0,0.0,0.0
1004490B,348,1,4,0.0,0.0,0.0
1004494C,349,2,4,0.0,0.0,0.0
1004540E,350,0,1,0.0,0.0,0.0
1004541A,351,2,4,0.0,0.0,0.0
100460D,352,2,1,0.0,0.0,0.0
100463D,353,2,4,0.0,0.0,0.0
1004651B,354,0,3,0.0,0.0,0.0
1004672D,355,1,4,0.0,0.0,0.0
1004694B,356,0,1,0.0,0.0,0.0
1004700B,357,0,4,0.0,0.0,0.0
1004703C,358,1,1,0.0,0.0,0.0
100471C,359,1,0,0.0,0.0,0.0
100472C,360,0,4,0.0,0.0,0.0
1004745A,361,0,4,0.0,0.0,0.0
100476B,362,1,4,1.0,332.4,8.2
1004779E,363,2,3,0.0,0.0,0.0
1004786C,364,1,3,0.0,0.0,0.0
10047B,365,2,4,0.0,0.0,0.0
1004811A,366,2,4,0.0,0.0,0.0
1004818A,367,1,4,0.0,0.0,0.0
1004835C,368,2,4,0.0,0.0,0.0
1004839D,369,0,2,0.0,0.0,0.0
1004881E,370,2,1,0.0,0.0,0.0
1004904B,371,1,4,0.0,0.0,0.0
1004906E,372,0,4,0.0,0.0,0.0
1004933C,373,1,2,0.0,0.0,0.0
1004934D,374,0,1,0.0,0.0,0.0
1004941D,375,2,4,0.0,0.0,0.0
1004943B,376,0,3,0.0,0.0,0.0
1004957A,377,0,2,0.0,0.0,0.0
1004977C,378,0,1,0.0,0.0,0.0
100499E,379,2,1,0.0,0.0,0.0
1005016E,380,2,3,0.0,0.0,0.0
1005028B,381,2,4,0.0,0.0,0.0
1005087A,382,0,3,0.0,0.0,0.0
100508C,383,0,4,0.0,0.0,0.0
1005113A,384,2,2,0.0,0.0,0.0
1005123C,385,2,3,0.0,0.0,0.0
1005140A,386,1,3,0.0,0.0,0.0
1005147C,387,0,1,0.0,0.0,0.0
1005182E,388,2,4,0.0,0.0,0.0
1005193D,389,0,4,0.0,0.0,0.0
1005204A,390,0,4,0.0,0.0,0.0
1005210C,391,0,1,0.0,0.0,0.0
1005211E,392,0,4,0.0,0.0,0.0
1005244C,393,2,3,0.0,0.0,0.0
1005246E,394,1,4,0.0,0.0,0.0
1005259E,395,1,1,0.0,0.0,0.0
100526C,396,1,4,0.0,0.0,0.0
1005276B,397,0,3,0.16666666666666666,83.7,0.6
1005301E,398,0,4,0.0,0.0,0.0
1005303B,399,0,4,0.0,0.0,0.0
1005306B,400,0,4,0.0,0.0,0.0
1005363B,401,2,3,0.0,0.0,0.0
1005385D,402,0,4,0.0,0.0,0.0
1005393E,403,2,2,0.0,0.0,0.0
1005395D,404,2,0,0.0,0.0,0.0
10053E,405,1,2,0.0,0.0,0.0
100540E,406,0,1,0.0,0.0,0.0
1005418A,407,0,3,0.0,0.0,0.0
100543B,408,0,3,0.0,0.0,0.0
1005450E,409,2,3,0.0,0.0,0.0
100545B,410,1,4,0.0,0.0,0.0
1005491E,411,0,4,0.0,0.0,0.0
10054C,412,1,3,0.0,0.0,0.0
1005502E,413,1,2,0.0,0.0,0.0
1005532D,414,0,1,0.0,0.0,0.0
100555D,415,2,4,0.0,0.0,0.0
1005575C,416,2,2,0.0,0.0,0.0
1005591C,417,2,4,0.0,0.0,0.0
1005604A,418,2,4,0.0,0.0,0.0
1005623E,419,0,0,0.0,0.0,0.0
1005625E,420,0,4,0.0,0.0,0.0
1005633C,421,0,4,0.0,0.0,0.0
1005644C,422,2,1,0.0,0.0,0.0
1005662D,423,0,4,0.0,0.0,0.0
1005668A,424,0,3,0.0,0.0,0.0
1005669A,425,2,4,0.0,0.0,0.0
100566A,426,2,4,0.0,0.0,0.0
1005695E,427,0,2,0.0,0.0,0.0
100570A,428,0,2,0.0,0.0,0.0
1005711E,429,0,3,0.0,0.0,0.0
1005739B,430,0,3,0.0,0.0,0.0
1005780B,431,1,4,0.0,0.0,0.0
100579E,432,0,4,0.0,0.0,0.0
1005800B,433,0,3,0.0,0.0,0.0
1005801A,434,1,4,0.0,0.0,0.0
1005803E,435,2,4,0.0,0.0,0.0
1005808C,436,1,4,0.0,0.0,0.0
1005817A,437,0,2,0.0,0.0,0.0
1005837C,438,1,4,0.0,0.0,0.0
1005843B,439,2,4,0.0,0.0,0.0
1005883A,440,0,4,0.0,0.0,0.0
1005886D,441,0,1,0.0,0.0,0.0
1005913A,442,2,4,0.0,0.0,0.0
1005914B,443,1,4,1.0,220.8,5.0
1005938B,444,0,1,0.0,0.0,0.0
1005957C,445,1,4,0.0,0.0,0.0
100597E,446,2,4,0.0,0.0,0.0
1005980E,447,0,4,0.0,0.0,0.0
1005993D,448,1,4,0.0,0.0,0.0
1006007B,449,1,4,0.0,0.0,0.0
1006011E,450,2,4,0.0,0.0,0.0
1006020E,451,0,4,0.0,0.0,0.0
1006032C,452,0,0,0.0,0.0,0.0
1006047A,453,2,4,0.0,0.0,0.0
1006062A,454,1,1,0.0,0.0,0.0
100608C,455,2,4,0.0,0.0,0.0
1006130E,456,0,4,0.0,0.0,0.0
1006135C,457,0,2,0.0,0.0,0.0
1006164A,458,2,1,0.0,0.0,0.0
1006166D,459,2,3,0.0,0.0,0.0
1006170E,460,2,4,0.0,0.0,0.0
100618D,461,0,1,0.0,0.0,0.0
1006203E,462,1,3,0.0,0.0,0.0
10062098E,463,0,2,0.0,0.0,0.0
1006215B,464,2,4,0.0,0.0,0.0
100621E,465,0,1,0.0,0.0,0.0
1006230D,466,0,4,0.0,0.0,0.0
1006232A,467,0,4,0.0,0.0,0.0
1006244A,468,0,4,0.0,0.0,0.0
1006251C,469,2,4,0.0,0.0,0.0
1006254A,470,2,3,0.0,0.0,0.0
1006269A,471,1,4,0.0,0.0,0.0
1006272C,472,2,4,0.0,0.0,0.0
1006293E,473,0,3,0.0,0.0,0.0
1006299E,474,2,1,0.0,0.0,0.0
10063128A,475,0,4,0.0,0.0,0.0
100631B,476,0,1,0.0,0.0,0.0
1006327E,477,0,4,0.0,0.0,0.0
1006334A,478,0,2,0.0,0.0,0.0
1006341E,479,2,4,0.0,0.0,0.0
100636B,480,1,4,0.0,0.0,0.0
1006403A,481,2,4,0.0,0.0,0.0
1006404D,482,2,3,0.0,0.0,0.0
10064090B,483,2,4,0.0,0.0,0.0
100641C,484,2,4,0.0,0.0,0.0
1006429B,485,0,2,0.0,0.0,0.0
1006457E,486,0,3,0.0,0.0,0.0
1006458C,487,0,4,0.0,0.0,0.0
1006466E,488,0,1,0.0,0.0,0.0
100647A,489,2,1,0.0,0.0,0.0
1006486D,490,1,2,0.0,0.0,0.0
1006490A,491,1,4,0.0,0.0,0.0
1006498E,492,1,3,0.0,0.0,0.0
1006505D,493,0,0,0.0,0.0,0.0
1006507A,494,2,4,0.0,0.0,0.0
1006517B,495,0,4,0.0,0.0,0.0
1006518E,496,0,4,0.5,241.1,2.9
1006526C,497,1,4,0.0,0.0,0.0
1006527D,498,2,2,0.0,0.0,0.0
10065368A,499,1,2,0.0,0.0,0.0
1006536D,500,2,0,0.0,0.0,0.0
100653D,501,2,4,0.0,0.0,0.0
1006562E,502,0,4,0.0,0.0,0.0
1006571C,503,0,4,0.5,466.1,16.3
1006596A,504,1,4,0.0,0.0,0.0
10066072E,505,2,4,0.0,0.0,0.0
1006622E,506,1,3,0.0,0.0,0.0
1006625E,507,1,4,0.0,0.0,0.0
1006634C,508,0,3,0.0,0.0,0.0
100663B,509,0,4,0.0,0.0,0.0
1006642C,510,0,2,0.0,0.0,0.0
1006653E,511,0,3,0.0,0.0,0.0
10066622C,512,2,4,0.0,0.0,0.0
1006665E,513,0,3,0.0,0.0,0.0
100666E,514,0,3,0.0,0.0,0.0
100668D,515,0,2,0.0,0.0,0.0
1006706D,516,0,4,0.0,0.0,0.0
100670C,517,0,4,0.0,0.0,0.0
1006712E,518,0,4,0.0,0.0,0.0
1006719A,519,1,4,0.0,0.0,0.0
100674D,520,0,4,0.0,0.0,0.0
100677E,521,0,3,0.0,0.0,0.0
1006795B,522,1,4,0.0,0.0,0.0
1006806D,523,2,4,0.0,0.0,0.0
100685E,524,0,3,0.0,0.0,0.0
100688C,525,0,4,0.0,0.0,0.0
10068B,526,1,3,0.0,0.0,0.0
1006911E,527,2,4,0.0,0.0,0.0
1006972C,528,1,0,0.0,0.0,0.0
1006978E,529,0,1,0.0,0.0,0.0
1006998B,530,0,4,0.0,0.0,0.0
10069B,531,0,3,0.0,0.0,0.0
1007010D,532,1,4,0.0,0.0,0.0
1007015E,533,0,4,0.0,0.0,0.0
1007038E,534,2,4,0.0,0.0,0.0
1007084A,535,1,2,0.0,0.0,0.0
1007094C,536,0,4,0.0,0.0,0.0
1007140D,537,1,4,0.0,0.0,0.0
1007146D,538,1,1,0.0,0.0,0.0
1007155C,539,2,3,0.0,0.0,0.0
1007193E,540,2,1,1.0,481.5,13.6
1007197A,541,2,3,0.0,0.0,0.0
1007198E,542,1,1,0.0,0.0,0.0
1007242D,543,0,2,0.0,0.0,0.0
1007246A,544,2,4,0.0,0.0,0.0
1007249D,545,2,4,1.0,810.4,41.8
1007252B,546,0,4,0.0,0.0,0.0
1007259A,547,0,3,0.0,0.0,0.0
1007266A,548,1,3,0.0,0.0,0.0
1007296C,549,0,4,0.0,0.0,0.0
1007301C,550,1,1,0.0,0.0,0.0
1007308C,551,2,1,0.0,0.0,0.0
1007310E,552,0,4,0.0,0.0,0.0
1007333A,553,1,4,0.0,0.0,0.0
100733A,554,2,1,0.0,0.0,0.0
1007346E,555,2,3,0.0,0.0,0.0
100735D,556,0,4,0.0,0.0,0.0
1007368E,557,2,1,0.0,0.0,0.0
1007392D,558,2,1,0.0,0.0,0.0
1007394A,559,1,4,0.0,0.0,0.0
1007397A,560,2,4,0.0,0.0,0.0
100739A,561,0,0,0.0,0.0,0.0
1007427A,562,0,1,0.0,0.0,0.0
1007443E,563,1,1,0.0,0.0,0.0
1007456A,564,2,1,0.0,0.0,0.0
1007469A,565,2,4,1.0,442.0,34.2
100747D,566,0,3,0.0,0.0,0.0
10074913C,567,1,4,0.0,0.0,0.0
10075081C,568,0,4,0.0,0.0,0.0
1007522E,569,2,3,0.0,0.0,0.0
1007529E,570,2,4,0.0,0.0,0.0
100753A,571,2,4,0.0,0.0,0.0
1007540D,572,0,3,0.0,0.0,0.0
1007548E,573,0,4,0.0,0.0,0.0
1007586B,574,2,2,0.0,0.0,0.0
1007594B,575,1,4,0.0,0.0,0.0
10075C,576,2,3,0.0,0.0,0.0
1007609B,577,0,4,0.0,0.0,0.0
1007610C,578,2,4,0.0,0.0,0.0
1007616E,579,1,3,0.0,0.0,0.0
1007619B,580,0,4,0.0,0.0,0.0
1007622D,581,2,4,0.0,0.0,0.0
1007625C,582,1,4,0.0,0.0,0.0
1007653E,583,1,1,0.0,0.0,0.0
1007657D,584,0,0,0.0,0.0,0.0
100768D,585,0,4,0.0,0.0,0.0
100770C,586,0,2,0.0,0.0,0.0
1007722B,587,0,4,0.09523809523809523,384.95,14.85
1007729C,588,1,3,0.0,0.0,0.0
1007775E,589,0,4,0.0,0.0,0.0
1007776B,590,0,1,0.0,0.0,0.0
100777A,591,0,2,0.0,0.0,0.0
1007796E,592,0,1,0.0,0.0,0.0
1007800B,593,0,3,0.0,0.0,0.0
1007815A,594,0,1,0.0,0.0,0.0
1007821A,595,0,3,0.0,0.0,0.0
1007832C,596,2,4,0.0,0.0,0.0
1007837C,597,2,4,0.0,0.0,0.0
1007839D,598,2,1,0.0,0.0,0.0
100783C,599,2,0,0.0,0.0,0.0
1007882D,600,0,0,0.0,0.0,0.0
100788D,601,0,4,0.0,0.0,0.0
1007890D,602,0,4,0.0,0.0,0.0
1007893E,603,2,4,0.0,0.0,0.0
1007920E,604,0,4,0.0,0.0,0.0
100794D,605,0,4,0.0,0.0,0.0
1007962E,606,0,1,0.0,0.0,0.0
1007972C,607,0,4,0.0,0.0,0.0
